21.7.2017;Adlershof;FOOD;5;vegetarian;Leckerer Rucola-Salat mit Champignon, Parmaschinken und Parmesan
21.7.2017;Adlershof;FOOD;6;;Pasta der Woche: Spätzle mit Käse, Cherrytomaten und Bacon
21.7.2017;Adlershof;FOOD;7;fish;Das „Mr. Tentacles“- Sandwich mit Oktopus, Karottenpüree, Sellerie und Dill
24.7.2017;Adlershof;FOOD;5;;Leckerer gemischter Salat mit frittierten Chicken Fingers und Vinaigrette
24.7.2017;Adlershof;FOOD;6;fish;Pasta der Woche mit Pesto, Lachs und Cherrytomaten
24.7.2017;Adlershof;FOOD;7;;Der „Happy Taste „- Burger mit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo
25.7.2017;Adlershof;FOOD;5;;Leckerer gemischter Salat mit frittierten Chicken Fingers und Vinaigrette
25.7.2017;Adlershof;FOOD;6;fish;Pasta der Woche mit Pesto, Lachs und Cherrytomaten
25.7.2017;Adlershof;FOOD;7;;Der „Happy Taste „- Burger mit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo
26.7.2017;Adlershof;FOOD;5;;Leckerer gemischter Salat mit frittierten Chicken Fingers und Vinaigrette
26.7.2017;Adlershof;FOOD;6;fish;Pasta der Woche mit Pesto, Lachs und Cherrytomaten
26.7.2017;Adlershof;FOOD;7;;Der „Happy Taste „- Burger mit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo
27.7.2017;Adlershof;FOOD;5;;Leckerer gemischter Salat mit frittierten Chicken Fingers und Vinaigrette
27.7.2017;Adlershof;FOOD;6;fish;Pasta der Woche mit Pesto, Lachs und Cherrytomaten
27.7.2017;Adlershof;FOOD;7;;Der „Happy Taste „- Burger mit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo
28.7.2017;Adlershof;FOOD;5;;Leckerer gemischter Salat mit frittierten Chicken Fingers und Vinaigrette
28.7.2017;Adlershof;FOOD;6;fish;Pasta der Woche mit Pesto, Lachs und Cherrytomaten
28.7.2017;Adlershof;FOOD;7;;Der „Happy Taste „- Burger mit Rindfleisch, Portobello Pilzen, Emmentaler, Rucola und Mayo
31.7.2017;Adlershof;FOOD;5;fish;Leckerer gemischter Salat mit Thunfisch, Mais, Paprika und Vinaigrette
31.7.2017;Adlershof;FOOD;6;;Gnocchi mit Gorgonzola und Bacon
31.7.2017;Adlershof;FOOD;7;fish;Das „Club Tuna“- Sandwich mit Thunfisch, Mayo, Salat, Tomaten und Bacon
